year;stage;date;team_a;team_b;goals_a;goals_b;penalties_a;penalties_b
2018;Group F;2018.06.18;Sweden;South Korea;1;0
2018;Group F;2018.06.23;South Korea;Mexico;1;2
2018;Group F;2018.06.23;Germany;Sweden;2;1
2018;Group F;2018.06.27;South Korea;Germany;2;0
2018;Group F;2018.06.27;Mexico;Sweden;0;3
2018;Group G;2018.06.18;Belgium;Panama;3;0
2018;Group G;2018.06.18;Tunisia;England;1;2
2018;Group G;2018.06.23;Belgium;Tunisia;5;2
2018;Group G;2018.06.24;England;Panama;6;1
2018;Group G;2018.06.28;England;Belgium;0;1
2018;Group G;2018.06.28;Panama;Tunisia;1;2
2018;Group H;2018.06.19;Colombia;Japan;1;2
2018;Group H;2018.06.19;Poland;Senegal;1;2
2018;Group H;2018.06.24;Japan;Senegal;2;2
2018;Group H;2018.06.24;Poland;Colombia;0;3
2018;Group H;2018.06.28;Japan;Poland;0;1
2018;Group H;2018.06.28;Senegal;Colombia;0;1
2018;Round of 16;2018.06.30;France;Argentina;4;3
2018;Round of 16;2018.06.30;Uruguay;Portugal;2;1
2018;Round of 16;2018.07.01;Spain;Russia;1;1;3;4
2018;Round of 16;2018.07.01;Croatia;Denmark;1;1;3;2
2018;Round of 16;2018.07.02;Brazil;Mexico;2;0
2018;Round of 16;2018.07.02;Belgium;Japan;3;2
2018;Round of 16;2018.07.03;Sweden;Switzerland;1;0
2018;Round of 16;2018.07.03;Colombia;England;1;1;3;4
2018;Quarter-finals;2018.07.06;Uruguay;France;0;2
2018;Quarter-finals;2018.07.06;Brazil;Belgium;1;2
2018;Quarter-finals;2018.07.07;Sweden;England;0;2
2018;Quarter-finals;2018.07.07;Russia;Croatia;2;2;3;4
2018;Semi-finals;2018.07.10;France;Belgium;1;0
2018;Quarter-finals;2018.07.11;Croatia;England;2;1
2018;Third place play-off;2018.07.14;Belgium;England;2;0
2018;Final;2018.07.15;France;Croatia;4;2
